setname;date;operation;rowGroup;rowGroupIndex;category;categoryIndex;subCategory;subCategoryIndex;columnGroup;columnGroupIndex;columnSubGroup;columnSubGroupIndex;pp1;ac1;fc1;pl1;pp2;ac2;fc2;pl2;pp3;ac3;fc3;pl3;pp4;ac4;fc4;pl4
northamerica;2023-07-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;63;59;61;61;51;49;53;49;31;33;31;33;59;57;55;60
northamerica;2023-08-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;23;22;22;23;34;36;29;34;56;52;56;57;28;32;32;29
northamerica;2023-08-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;13;12;16;12;53;51;49;54;52;54;52;52;14;11;11;14
northamerica;2023-08-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;19;20;18;18;50;47;49;49;30;28;32;30;16;17;19;14
northamerica;2023-08-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;40;38;36;38;36;41;37;35;22;23;22;22;40;45;45;40
northamerica;2023-08-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;59;61;53;57;54;54;55;56;33;30;38;33;59;60;54;58
northamerica;2023-09-30T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;25;27;23;27;34;35;32;33;55;52;53;53;28;27;28;29
northamerica;2023-09-30T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;15;17;13;15;52;54;53;52;57;58;61;56;11;10;11;10
northamerica;2023-09-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;11;14;12;11;54;54;51;53;32;30;34;33;14;13;15;15
northamerica;2023-09-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;38;38;33;37;38;36;35;38;21;15;18;21;35;39;31;35
northamerica;2023-09-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;57;53;57;58;57;56;53;56;28;24;29;27;63;57;58;62
northamerica;2023-10-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;24;27;28;25;38;40;39;37;54;53;55;53;26;23;27;26
northamerica;2023-10-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;12;10;12;12;52;51;56;54;58;61;55;56;10;10;10;11
northamerica;2023-10-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;14;17;12;15;55;54;51;55;35;32;35;36;15;16;17;14
northamerica;2023-10-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;37;41;37;39;39;36;40;38;19;22;16;18;42;43;45;41
northamerica;2023-10-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;61;68;56;63;53;53;48;54;28;31;24;29;58;55;64;59
northamerica;2023-11-30T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;27;30;27;25;36;32;35;35;56;54;55;56;24;26;20;22
northamerica;2023-11-30T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;10;10;10;10;51;51;51;51;52;51;51;52;12;10;10;11
northamerica;2023-11-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;12;16;10;11;54;59;56;54;29;27;29;31;14;16;16;12
northamerica;2023-11-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;40;36;41;40;40;41;42;41;23;22;25;23;39;41;37;37
northamerica;2023-11-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;58;57;53;58;54;58;52;55;34;33;35;34;59;54;60;59
northamerica;2023-12-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;28;29;33;30;32;29;36;33;54;52;50;53;28;31;24;26
northamerica;2023-12-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;11;10;10;11;49;47;50;49;59;62;55;57;10;12;11;10
northamerica;2023-12-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;12;16;13;14;49;45;49;49;33;32;37;33;15;12;18;15
northamerica;2023-12-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;35;40;34;34;35;31;40;35;25;22;29;24;38;38;34;40
northamerica;2023-12-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;61;66;66;62;53;50;51;55;33;31;35;33;60;58;60;60
northamerica;2024-01-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;27;31;30;27;33;36;35;35;51;48;52;50;23;27;22;24
northamerica;2024-01-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;10;12;14;12;49;47;52;50;58;60;60;59;12;15;10;11
northamerica;2024-01-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;12;10;11;14;55;51;55;55;34;34;30;32;13;13;16;11
northamerica;2024-01-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;35;36;30;34;39;40;38;40;20;23;20;20;34;38;39;34
northamerica;2024-01-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;58;52;53;58;55;55;56;55;29;30;31;30;57;51;53;57
northamerica;2024-02-29T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;22;26;27;24;36;39;35;35;56;58;52;56;26;26;31;26
northamerica;2024-02-29T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;12;10;12;10;52;53;56;52;56;61;53;56;13;10;10;11
northamerica;2024-02-29T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;12;16;10;12;55;51;54;55;28;25;29;29;17;19;20;18
northamerica;2024-02-29T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;40;44;41;39;38;42;33;37;20;25;23;21;37;40;34;35
northamerica;2024-02-29T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;59;54;62;59;51;56;47;51;29;22;25;27;57;63;57;57
northamerica;2024-03-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;24;20;25;24;36;37;39;36;51;53;51;52;27;24;22;27
northamerica;2024-03-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;13;17;10;14;52;57;55;54;53;51;52;53;13;13;10;13
northamerica;2024-03-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;14;17;17;13;51;51;54;51;31;32;28;29;19;15;20;17
northamerica;2024-03-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;40;36;42;41;37;33;34;35;24;18;19;23;39;41;41;41
northamerica;2024-03-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;59;55;65;61;51;57;53;52;33;33;36;34;61;65;66;61
northamerica;2024-04-30T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;23;19;24;24;38;35;36;38;57;59;58;57;26;25;22;26
northamerica;2024-04-30T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;12;15;10;12;52;49;49;51;54;51;58;54;11;16;10;13
northamerica;2024-04-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;15;13;15;15;54;57;52;54;32;34;34;32;18;21;20;17
northamerica;2024-04-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;36;35;37;38;35;37;39;34;25;19;27;24;39;43;41;41
northamerica;2024-04-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;64;68;60;62;55;52;53;54;32;36;36;34;62;64;61;61
northamerica;2024-05-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;25;20;21;25;37;37;42;39;56;53;53;57;22;19;22;23
northamerica;2024-05-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;16;15;11;14;56;52;57;56;55;51;53;55;11;15;14;10
northamerica;2024-05-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;18;13;18;18;53;52;57;55;36;31;35;35;17;20;15;19
northamerica;2024-05-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;40;44;42;41;39;41;36;38;18;20;23;19;38;40;37;39
northamerica;2024-05-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;60;65;61;60;54;58;55;56;32;34;36;31;58;63;53;58
northamerica;2024-06-30T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;26;30;29;27;37;33;36;35;52;49;51;51;24;28;28;24
northamerica;2024-06-30T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;11;12;12;10;50;52;48;50;58;62;55;59;14;17;17;14
northamerica;2024-06-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;19;19;14;17;51;49;51;53;32;28;35;32;17;13;16;15
northamerica;2024-06-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;36;40;38;35;33;37;31;35;21;16;19;19;37;38;34;37
northamerica;2024-06-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;61;57;66;60;54;60;50;53;31;35;27;31;61;59;56;63
northamerica;2024-07-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;28;29;28;28;36;40;36;35;50;48;47;52;24;24;26;25
northamerica;2024-07-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;13;11;10;12;51;46;47;51;56;59;55;55;12;14;10;12
northamerica;2024-07-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;11;10;10;11;54;54;55;54;32;34;36;34;14;12;11;13
northamerica;2024-07-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;39;43;35;40;39;43;39;39;22;18;18;23;35;34;31;35
northamerica;2024-07-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;60;64;57;59;56;61;57;55;34;33;34;33;62;57;59;62
northamerica;2024-08-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;25;30;25;27;35;30;35;33;55;51;52;56;26;30;29;28
northamerica;2024-08-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;13;10;13;13;51;50;54;51;56;55;56;58;12;15;13;12
northamerica;2024-08-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;15;17;19;15;51;50;52;51;33;37;33;32;14;18;18;15
northamerica;2024-08-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;40;42;45;40;34;34;37;34;23;24;25;22;38;37;38;37
northamerica;2024-08-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;63;59;64;64;54;53;55;56;33;28;36;33;59;60;57;57
northamerica;2024-09-30T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;27;30;29;25;34;31;31;35;52;55;56;52;23;24;21;24
northamerica;2024-09-30T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;11;14;11;11;54;53;57;55;56;52;51;54;13;18;18;14
northamerica;2024-09-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;18;21;20;17;55;59;59;56;36;37;38;36;14;13;11;12
northamerica;2024-09-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;38;37;39;38;39;40;36;38;23;25;22;24;35;35;31;36
northamerica;2024-09-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;61;61;59;61;52;48;51;52;35;31;39;35;58;63;62;60
northamerica;2024-10-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;27;32;30;29;39;40;39;37;55;54;56;54;26;24;30;26
northamerica;2024-10-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;16;14;17;15;55;53;57;56;58;55;55;57;11;10;10;11
northamerica;2024-10-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;16;16;18;16;51;50;52;50;31;35;30;30;12;11;11;13
northamerica;2024-10-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;41;36;43;39;33;31;30;35;19;23;22;18;35;39;35;36
northamerica;2024-10-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;62;61;63;63;52;49;50;53;35;31;30;35;62;60;66;62
northamerica;2024-11-30T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;23;28;23;24;33;33;37;32;56;60;52;57;28;30;32;28
northamerica;2024-11-30T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;10;11;14;10;51;53;49;51;55;55;59;55;16;13;15;15
northamerica;2024-11-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;15;16;19;16;56;51;51;55;33;29;33;33;17;15;12;16
northamerica;2024-11-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;36;36;39;37;41;44;43;40;21;21;21;22;37;35;33;36
northamerica;2024-11-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;61;66;56;63;53;55;52;55;32;37;36;32;60;61;54;60
northamerica;2024-12-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;22;20;24;24;32;31;37;33;51;51;54;53;23;19;24;23
northamerica;2024-12-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;16;16;13;14;50;46;46;51;57;60;60;57;11;10;10;11
northamerica;2024-12-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;12;16;12;13;50;54;50;49;33;36;37;34;16;15;17;15
northamerica;2024-12-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;39;38;37;39;34;38;40;35;19;17;21;20;41;43;39;40
northamerica;2024-12-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;63;58;57;63;52;57;50;52;33;35;32;33;58;55;57;58
northamerica;2025-01-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;22;21;24;23;34;37;37;32;57;54;55;55;28;32;25;28
northamerica;2025-01-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;10;12;10;10;51;54;47;51;58;56;58;58;16;16;15;16
northamerica;2025-01-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;19;21;15;17;51;49;53;53;31;35;34;30;16;13;15;17
northamerica;2025-01-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;36;40;37;35;38;36;38;38;25;25;28;24;38;33;32;38
northamerica;2025-01-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;58;61;56;58;52;52;47;51;33;38;30;35;59;58;53;58
northamerica;2025-02-28T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;25;28;26;25;36;33;35;36;52;54;49;52;28;23;30;26
northamerica;2025-02-28T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;13;12;15;11;53;54;49;54;58;54;59;58;16;15;14;16
northamerica;2025-02-28T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;17;15;16;18;54;50;52;53;29;27;34;30;13;10;10;13
northamerica;2025-02-28T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;38;34;39;38;39;37;35;41;21;18;24;21;36;37;31;37
northamerica;2025-02-28T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;61;61;56;61;53;48;49;54;28;30;24;28;59;58;62;60
northamerica;2025-03-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;28;27;24;28;32;33;28;33;57;61;61;58;24;27;24;23
northamerica;2025-03-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;13;17;13;13;53;49;52;53;57;56;58;58;10;11;10;10
northamerica;2025-03-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;16;18;15;17;51;54;52;53;36;36;37;35;18;22;20;18
northamerica;2025-03-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;39;37;39;39;36;36;34;38;26;24;20;24;39;35;36;39
northamerica;2025-03-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;63;65;61;63;54;48;47;53;29;32;36;29;57;54;54;58
northamerica;2025-04-30T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;30;28;28;29;37;35;35;36;57;55;56;56;27;25;29;28
northamerica;2025-04-30T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;10;12;13;10;53;50;49;54;56;51;51;54;12;10;10;13
northamerica;2025-04-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;15;18;14;16;49;49;50;51;35;31;34;33;16;19;19;16
northamerica;2025-04-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;36;35;40;36;35;41;31;37;24;24;26;24;37;37;33;38
northamerica;2025-04-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;57;63;63;59;49;47;51;49;33;37;34;32;63;61;63;64
northamerica;2025-05-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;29;27;32;27;33;38;35;35;52;51;48;52;23;21;22;22
northamerica;2025-05-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;12;10;10;12;55;54;54;55;55;50;51;53;11;12;10;11
northamerica;2025-05-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;13;15;10;11;51;50;48;52;30;35;29;31;17;21;21;18
northamerica;2025-05-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;39;42;42;39;39;41;35;40;24;28;26;26;40;35;44;40
northamerica;2025-05-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;59;55;65;61;52;55;56;52;33;39;28;34;63;65;63;63
northamerica;2025-06-30T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;23;20;27;24;33;33;36;33;54;55;53;56;30;31;26;30
northamerica;2025-06-30T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;14;15;16;15;53;52;53;53;53;52;54;52;15;12;12;13
northamerica;2025-06-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;16;13;16;15;56;54;51;54;34;36;39;34;19;22;21;18
northamerica;2025-06-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;39;37;42;37;40;34;42;40;20;18;19;21;38;35;33;38
northamerica;2025-06-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;64;59;64;63;57;62;53;56;28;30;32;30;61;66;57;59
northamerica;2025-07-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;27;30;24;27;32;29;29;31;54;55;51;54;22;26;22;23
northamerica;2025-07-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;10;10;10;10;54;50;57;53;55;58;50;53;10;10;10;10
northamerica;2025-07-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;14;11;10;13;51;46;50;49;28;26;28;30;19;16;15;18
northamerica;2025-07-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;41;36;44;39;39;41;36;39;23;21;28;23;42;42;40;41
northamerica;2025-07-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;61;58;60;61;51;45;49;51;33;34;37;31;61;62;61;63
northamerica;2025-08-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;28;26;29;30;35;32;33;36;54;49;57;52;25;30;24;27
northamerica;2025-08-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;13;15;16;13;53;54;56;51;54;57;57;55;10;10;11;10
northamerica;2025-08-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;17;21;21;19;52;57;55;54;35;36;38;35;17;18;17;17
northamerica;2025-08-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;39;40;40;38;37;35;42;38;25;19;19;24;37;32;38;38
northamerica;2025-08-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;57;64;59;57;50;54;48;51;33;39;31;34;61;66;67;61
northamerica;2025-09-30T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;26;27;29;25;35;34;39;35;55;57;51;56;28;28;25;26
northamerica;2025-09-30T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;11;11;10;13;51;55;54;52;54;51;57;54;10;10;10;10
northamerica;2025-09-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;17;19;16;16;56;59;59;54;31;27;34;32;15;11;10;14
northamerica;2025-09-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;37;32;36;37;35;33;34;35;25;20;28;24;40;42;35;41
northamerica;2025-09-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;61;62;56;60;53;53;58;51;32;35;34;33;62;65;62;61
northamerica;2025-10-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;26;21;25;24;33;31;35;33;53;54;50;55;26;27;23;26
northamerica;2025-10-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;15;13;12;13;53;55;55;53;51;49;49;53;10;10;12;10
northamerica;2025-10-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;13;10;10;12;50;55;55;52;34;33;33;34;13;11;18;15
northamerica;2025-10-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;39;38;39;40;36;42;33;37;18;18;15;19;38;36;33;37
northamerica;2025-10-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;60;59;55;59;55;53;55;56;31;25;30;30;60;62;54;59
northamerica;2025-11-30T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;27;27;30;27;34;39;37;36;54;58;56;54;23;20;27;24
northamerica;2025-11-30T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;11;10;10;12;50;53;52;50;54;54;57;53;10;12;12;11
northamerica;2025-11-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;19;15;17;18;53;54;55;53;32;32;36;32;15;12;16;14
northamerica;2025-11-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;38;36;35;37;35;30;37;34;22;24;21;24;34;39;34;36
northamerica;2025-11-30T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;61;58;63;61;52;47;51;54;31;33;25;29;57;63;63;57
northamerica;2025-12-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;29;25;33;28;34;31;29;33;54;52;57;54;24;23;24;25
northamerica;2025-12-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;10;14;12;10;52;49;49;53;57;54;56;57;11;10;10;11
northamerica;2025-12-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;17;14;20;17;53;58;51;55;34;33;35;35;12;15;16;14
northamerica;2025-12-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;34;40;39;35;36;39;41;36;21;24;19;23;37;36;36;39
northamerica;2025-12-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;60;56;58;58;53;53;51;54;28;24;33;29;58;63;54;59
northamerica;2026-01-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;26;21;25;26;35;30;34;33;56;59;59;55;29;33;27;30
northamerica;2026-01-31T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;13;18;12;14;54;56;58;53;55;58;55;56;10;13;10;10
northamerica;2026-01-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;16;19;15;15;53;50;51;51;34;35;33;35;16;20;21;18
northamerica;2026-01-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;35;33;36;36;36;36;37;36;24;25;26;23;40;40;44;39
northamerica;2026-01-31T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;60;54;60;59;52;49;50;52;30;25;30;31;60;57;63;60
northamerica;2026-02-28T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;New;1;Cat. A;1;22;24;22;22;36;34;33;35;56;56;60;55;25;26;22;26
northamerica;2026-02-28T00:00:00+01:00;+;USA;1;San Francisco;26;City;1;Preowend;2;Cat. A;1;14;16;16;13;52;55;50;53;55;51;55;55;10;10;11;10
northamerica;2026-02-28T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;New;1;Cat. A;1;12;10;15;12;50;47;51;50;36;38;38;34;17;17;21;17
northamerica;2026-02-28T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;37;33;37;35;36;33;39;37;24;21;18;23;37;40;34;38
northamerica;2026-02-28T00:00:00+01:00;+;USA;1;San Francisco;26;Suburb;2;Preowend;2;Cat. B;2;56;59;53;56;57;57;60;57;31;35;34;33;62;59;57;64
